Name	ConceptType	#Genes	Coeff	OddsRatio	P-Value	FDR	Direction	SigGenes
hsa-miR-425-5p	miRBase	503	-0.16395386320898583	0.3609885617457088	3.431787945772879E-4	0.201445952416868	down	515,  680,  3851,  4224,  4319,  5774,  6568,  10335,  29844,  55286,  56287,  60313,  63928,  90634,  388646
Alpha-D-Mannose	Drug Bank	42	0.3201011069324448	7.3104361107560205	5.506299652994287E-4	0.044601027189253725	up	715,  1081,  1116,  1803,  2205,  2243,  2811,  3053,  130749
mmu-miR-695	miRBase	484	0.11308812541545807	2.019395844996299	0.0023216728599720665	0.31368362255360666	up	56,  790,  866,  963,  972,  1293,  1583,  1588,  2173,  2829,  2845,  2876,  3043,  3195,  3346,  3713,  3906,  4752,  5333,  5436,  5968,  6568,  6670,  7047,  7388,  9270,  9968,  9971,  10876,  11093,  23373,  23539,  23581,  24137,  25789,  25790,  27237,  29072,  51442,  51666,  55425,  55867,  55998,  57094,  60343,  64579,  64943,  80896,  84707,  85417,  89845,  90506,  93611,  112744,  121355,  124923,  140856,  220042,  254778,  286464,  319101,  353145
hsa-miR-487a	miRBase	517	-0.13217333812264193	0.43981306373570866	0.002714580054366057	0.31368362255360666	down	301,  680,  1293,  1297,  3292,  4752,  4843,  6670,  8943,  9079,  9270,  10046,  10407,  10579,  10771,  10876,  23408,  29888,  51430,  51442,  57716,  60343,  79959,  80319,  94134,  122769,  146802
hsa-miR-380-3p	miRBase	457	0.11026710825344613	1.9843013033529462	0.003936880316700458	0.31368362255360666	up	301,  1733,  2036,  2661,  2796,  2845,  3442,  3445,  4908,  5169,  5449,  5876,  5897,  8777,  8914,  9897,  9971,  10283,  23562,  23582,  29072,  51504,  51561,  51666,  55796,  79020,  80201,  84071,  84693,  84707,  84795,  90523,  114836,  117608,  123879,  136541,  148581,  199974,  221662,  319101
hsa-miR-190	miRBase	455	0.1095510959671598	1.975491302523284	0.004280144870500062	0.31368362255360666	up	915,  1109,  1301,  1974,  2191,  2352,  2694,  2796,  2845,  3164,  3428,  3439,  3442,  3447,  3567,  4115,  4312,  4973,  5449,  5876,  6354,  6894,  7103,  8942,  9068,  9452,  9710,  9897,  9971,  10216,  10876,  23562,  23626,  25788,  51004,  54726,  55796,  57094,  81285,  84693,  84795,  89869,  130752,  140880,  148581,  163778,  196472,  222826
hsa-miR-487b	miRBase	528	-0.12194293877453483	0.468683501675349	0.004843039305163287	0.31368362255360666	down	301,  332,  1081,  1297,  1716,  3292,  3713,  3990,  4752,  4843,  6094,  6670,  8634,  8943,  9079,  9270,  10147,  10407,  10507,  10771,  23305,  23408,  26133,  51548,  55601,  64425,  79084,  79959,  122769,  149095
hsa-miR-422a	miRBase	535	0.10074895758820265	1.8703307515915324	0.004880257693804193	0.31368362255360666	up	301,  710,  727,  735,  952,  1118,  1301,  2191,  2252,  3043,  3884,  3990,  4656,  4815,  5148,  5169,  5436,  5876,  5925,  6361,  6582,  7388,  8431,  8722,  8747,  9427,  9581,  9622,  9896,  10394,  10469,  10599,  10738,  23539,  23562,  24137,  25789,  26515,  55286,  56654,  63827,  79739,  79948,  84648,  84693,  84936,  114132,  134864,  140881,  146802,  256472,  353132,  388646,  407977
hsa-miR-196b	miRBase	651	0.09216749002725018	1.773198237521349	0.0050667421755550765	0.31368362255360666	up	301,  339,  417,  710,  1232,  1414,  1420,  1486,  1580,  1803,  2853,  2984,  3176,  3346,  3445,  3694,  3851,  4115,  4752,  5001,  5449,  5475,  5959,  6041,  6165,  6361,  6403,  7141,  7270,  9134,  9153,  9635,  9968,  10362,  10565,  10738,  10876,  23305,  23539,  29072,  51548,  51666,  51705,  55601,  55897,  56986,  57047,  79949,  81501,  83715,  84707,  84765,  84916,  85438,  121355,  128346,  130120,  135927,  140881,  146779,  253982,  280658,  349236
hsa-miR-612	miRBase	480	-0.1272634286565012	0.4534399946122959	0.005188230337929279	0.31368362255360666	down	1198,  1415,  1436,  1473,  3884,  3906,  4007,  5148,  5333,  5365,  8326,  9283,  9409,  9427,  10223,  10626,  25790,  26037,  27134,  51004,  63827,  64175,  79005,  84310,  90506,  246329,  256472,  284366,  338323
hsa-miR-500	miRBase	448	-0.13162420767310712	0.44131654718599495	0.005343843655086996	0.31368362255360666	down	667,  680,  1535,  2242,  2859,  5897,  6756,  8777,  9465,  9491,  9633,  10803,  10993,  23646,  25960,  27242,  29072,  64446,  112744,  121599,  122769,  124093,  152206,  280658,  374877
hsa-miR-193b	miRBase	548	-0.11338997382702658	0.49426955652793253	0.007242322772848639	0.3864766788783774	down	963,  1562,  1733,  2661,  2793,  2859,  3884,  6568,  8241,  9427,  10407,  10847,  23539,  23562,  24148,  25959,  26133,  29798,  29855,  54952,  55897,  57179,  60343,  64175,  79089,  84528,  139596,  146862,  389376
hsa-miR-563	miRBase	507	0.09579313328499842	1.8136053713017437	0.009364822575713364	0.4199117862110326	up	417,  722,  2036,  2444,  2845,  3195,  3567,  3851,  4238,  4312,  4908,  5521,  5917,  6296,  6627,  7045,  7103,  8625,  8677,  9270,  9896,  10283,  10498,  10758,  10993,  11318,  23187,  26040,  27334,  51263,  51430,  51548,  55584,  55998,  57094,  79701,  79971,  80831,  84795,  90362,  90506,  128346,  130752,  139596,  140628,  140880,  200909,  256369,  346673
mmu-miR-684	miRBase	538	0.09318261247684002	1.7844199744333202	0.009495428857007722	0.4199117862110326	up	258,  683,  1081,  1187,  1297,  1308,  2000,  2036,  2173,  2207,  2661,  3273,  3567,  3884,  4312,  4319,  4843,  5169,  5376,  5701,  6094,  7103,  7106,  7363,  7775,  8241,  9099,  9270,  9414,  9897,  10720,  23165,  23408,  27258,  50939,  51561,  55094,  55285,  56942,  60313,  63827,  79573,  80831,  83445,  83998,  84279,  84648,  84936,  84946,  89845,  89886,  122769,  123879,  124912,  126969,  154075,  168391,  283316,  353140,  407977
mmu-miR-804	miRBase	501	0.09379690133353978	1.7912451322383083	0.011546474677032662	0.4199117862110326	up	332,  667,  740,  790,  972,  1406,  1999,  2243,  2859,  2984,  3273,  3445,  3586,  3744,  5047,  5068,  5342,  5436,  6165,  7053,  7276,  7388,  9153,  9897,  9934,  29997,  51442,  54726,  54842,  54952,  55897,  57037,  57047,  79092,  79573,  79739,  80201,  81558,  84071,  84102,  84666,  84734,  121599,  126969,  127247,  130120,  283294,  353132,  353140
hsa-miR-21	miRBase	541	0.09023450672226101	1.7520247098901052	0.012006326555433395	0.4199117862110326	up	301,  356,  623,  886,  1236,  1429,  2052,  2312,  2691,  2835,  3346,  3467,  4133,  4211,  4908,  4982,  5055,  5449,  6364,  6407,  6554,  6627,  6779,  7045,  7775,  8942,  9113,  9270,  9465,  9502,  9968,  10149,  10407,  11081,  26133,  29930,  51106,  51430,  51442,  55601,  55998,  57062,  79774,  79815,  84071,  84946,  90523,  91431,  92579,  93190,  132724,  146779,  148738,  164237,  219844,  285386,  374955
hsa-miR-517*	miRBase	348	0.10896625884926449	1.968324345389162	0.012455712378071398	0.4199117862110326	up	915,  1187,  1580,  2876,  3273,  4312,  4703,  5148,  5169,  5624,  5968,  6582,  7270,  7392,  8318,  9828,  9934,  10407,  11093,  27237,  55285,  56654,  57094,  79959,  84292,  84676,  116986,  131831,  146456,  154075,  192666,  220042,  349136,  374955
hsa-let-7g	miRBase	777	0.0757809776238748	1.6015134321260716	0.013576319811638692	0.4199117862110326	up	52,  56,  339,  356,  417,  486,  652,  710,  952,  1081,  1118,  1414,  1803,  2661,  2876,  2984,  3283,  3346,  3446,  3596,  3623,  3671,  3713,  3884,  3990,  4117,  4225,  4319,  4752,  4815,  4908,  5225,  5333,  5436,  6165,  6354,  6360,  6768,  6779,  7270,  7596,  7775,  8106,  8743,  9134,  9897,  9971,  10407,  10720,  10771,  11045,  23408,  23539,  23646,  26260,  51666,  54910,  55340,  55716,  56676,  63827,  63895,  64902,  79648,  79906,  83733,  84220,  84310,  89845,  90957,  90990,  115352,  121355,  122769,  129401,  130120,  135927,  146456,  154075,  163778,  171558,  256369,  280658,  338323,  353140
hsa-miR-510	miRBase	380	0.10360626588768079	1.9038389334846615	0.01363736877065844	0.4199117862110326	up	332,  667,  939,  1118,  1974,  3346,  3442,  3906,  4752,  4815,  5333,  6360,  6403,  6554,  7047,  9283,  23539,  23582,  25789,  29974,  51564,  51693,  55425,  56923,  57003,  63928,  64714,  79442,  79648,  79774,  79921,  84641,  84666,  84936,  89886,  89910,  90506,  154075,  163479,  166336,  389376
Heme	Drug Bank	19	0.3204984277327269	7.328509292794275	0.01460095644345501	0.4832551015065857	up	3043,  4843,  130749
hsa-miR-578	miRBase	431	0.09709301007929005	1.828315418825776	0.014646013013738917	0.4199117862110326	up	312,  326,  683,  727,  831,  1270,  1580,  2853,  3176,  3283,  5436,  5475,  5545,  5917,  6296,  6403,  7141,  7363,  8483,  8942,  9452,  9491,  10579,  11012,  23539,  23562,  27237,  27334,  29072,  50700,  55205,  55998,  56654,  63827,  79020,  83998,  84279,  84648,  90990,  136263,  148738,  148979,  163479,  165530,  168391,  199974,  283234,  286343,  353145,  407977
hsa-miR-509	miRBase	493	0.09079649436104568	1.7581544117477468	0.015514287625960944	0.4199117862110326	up	72,  727,  735,  1203,  1406,  1420,  2172,  2243,  2267,  2661,  2793,  3053,  3273,  3446,  4921,  4973,  5005,  5015,  5050,  5148,  5222,  5286,  5545,  5688,  6554,  8237,  8625,  9038,  9581,  9918,  11093,  11272,  26133,  27091,  29855,  49860,  55285,  55716,  79701,  79971,  83723,  126969,  135927,  146802,  146862,  160298,  219844
hsa-miR-765	miRBase	544	0.08550602034170449	1.701289352912494	0.017451965142344976	0.4199117862110326	up	56,  683,  727,  825,  866,  1187,  1856,  1944,  2207,  2939,  3623,  3671,  3851,  4477,  4703,  4815,  5068,  5449,  5968,  6403,  6618,  7047,  7053,  7169,  8237,  8521,  8777,  9622,  9897,  10362,  10579,  11045,  23582,  25789,  51548,  54752,  55094,  55998,  57062,  65989,  79005,  80863,  81558,  81696,  81888,  83998,  84310,  84891,  84930,  89845,  121355,  129804,  130120,  148979,  149095,  163778,  221223,  253982,  342574,  353132,  353140,  353288
mmu-miR-688	miRBase	502	-0.10375621226097935	0.524765282675632	0.017649129960680514	0.4199117862110326	down	417,  640,  686,  939,  1198,  1420,  1769,  2052,  2661,  2694,  3273,  3292,  3671,  5068,  5365,  6700,  6857,  8943,  27440,  29798,  51548,  55425,  55466,  56942,  64175,  81501,  84648,  90506,  91947,  117166,  128346,  246329,  353145
Adenosine-5'-Diphosphate	Drug Bank	33	-0.5217979826346311	0.03905556244675649	0.017898337092836506	0.4832551015065857	down	2932
hsa-miR-595	miRBase	499	0.08769827154226431	1.724626298639878	0.019037468239337243	0.4199117862110326	up	52,  312,  486,  790,  939,  1081,  1473,  1733,  2243,  2829,  2853,  2859,  3195,  3273,  3293,  3346,  3428,  3439,  3442,  3445,  3446,  3447,  3596,  3906,  4114,  4224,  4356,  4692,  4703,  5436,  6407,  6618,  6756,  6779,  6894,  7103,  7363,  8747,  8942,  9194,  9897,  10498,  10880,  10894,  51004,  51106,  55303,  79092,  79774,  79959,  80097,  84891,  89845,  89886,  121355,  129401,  140890,  171558,  283294
hsa-miR-409-3p	miRBase	496	0.08766185173649205	1.7242359998279606	0.01943609200062692	0.4199117862110326	up	225,  339,  652,  727,  886,  1236,  1293,  1308,  1429,  1580,  1588,  2243,  2845,  3567,  3751,  4481,  5521,  5624,  6403,  7638,  8600,  10566,  10626,  10720,  10738,  10771,  11012,  11093,  25788,  27440,  54951,  55285,  57094,  64132,  79149,  79739,  79971,  84734,  126969,  148979,  171558,  219844,  220042,  283316
hsa-miR-299-3p	miRBase	505	0.08696228176289007	1.716756063541288	0.019446547295955394	0.4199117862110326	up	301,  911,  939,  1486,  1562,  1741,  1769,  2242,  2352,  2845,  3950,  4224,  4319,  4622,  4908,  5376,  5521,  5897,  6568,  7050,  7368,  7429,  8241,  8431,  9194,  10089,  10507,  10566,  10771,  10876,  10880,  11104,  23408,  23673,  49860,  50700,  51564,  55286,  64132,  64579,  79005,  81888,  83445,  84279,  84342,  92579,  122011,  135927,  147323,  148979,  168850,  196472,  353145
hsa-miR-18a	miRBase	594	0.08052838607322084	1.6494672553697998	0.020147776274100183	0.4199117862110326	up	225,  258,  312,  356,  358,  790,  831,  866,  915,  1232,  1298,  1650,  1670,  2243,  2331,  2661,  3003,  3176,  3292,  3439,  3447,  3906,  4117,  4168,  4982,  5365,  6519,  6554,  6700,  7106,  8722,  8856,  9409,  10317,  11104,  23279,  25788,  26037,  26260,  26278,  26287,  29103,  29798,  51454,  55897,  57037,  57179,  64132,  64943,  79020,  79573,  79701,  79774,  80201,  80255,  84310,  84707,  84930,  122769,  124923,  129401,  154075,  192666,  220042,  284366,  286006,  353140
hsa-miR-98	miRBase	538	0.08406320911536935	1.6861029175388047	0.020238150751106236	0.4199117862110326	up	56,  301,  312,  339,  356,  417,  486,  686,  710,  963,  1081,  1109,  1414,  1588,  1650,  2984,  3586,  3596,  3623,  3671,  3990,  4007,  4225,  4752,  4815,  4908,  5225,  5333,  5436,  6165,  6354,  6360,  6779,  7270,  7596,  8106,  9971,  10407,  10771,  23165,  23539,  23646,  26260,  51666,  54910,  55303,  56676,  63895,  79002,  79648,  79906,  83733,  90139,  90957,  90990,  129401,  130120,  135927,  140836,  154075,  163778,  171558,  280658,  338323
hsa-miR-182*	miRBase	389	0.09668762965265755	1.8237151765589905	0.020679695897267432	0.4199117862110326	up	339,  417,  1420,  1436,  1486,  1588,  2853,  2859,  2984,  3565,  4007,  4358,  4752,  5876,  5968,  6361,  9675,  9896,  10407,  10803,  11093,  25852,  50700,  51564,  55094,  56654,  79573,  80831,  84279,  89781,  115330,  124093,  126969,  140890,  157807,  168391,  284366,  286006,  349236
hsa-miR-520e	miRBase	665	-0.08656487329815073	0.5839343232668225	0.021451807802891795	0.4199117862110326	down	356,  416,  727,  1650,  2835,  3292,  3293,  3851,  4007,  4117,  4238,  5521,  6519,  8431,  9409,  9918,  10283,  10771,  27334,  27440,  55340,  55796,  56547,  63895,  64425,  80255,  81558,  84071,  84648,  84946,  115294,  116986,  127495,  129807,  145501,  146802,  163479,  166336,  220042,  353145
mmu-miR-294	miRBase	363	-0.11928736750838517	0.47648252026634647	0.021460568290172025	0.4199117862110326	down	416,  866,  1650,  1716,  3292,  3293,  3851,  4117,  7638,  9918,  27334,  55796,  63895,  64425,  80255,  80319,  84292,  84946,  115294,  129807,  220042
hsa-miR-544	miRBase	467	0.08823504257237196	1.730388950528317	0.022189075329115893	0.4201608780061622	up	611,  680,  1109,  1232,  1301,  1974,  2191,  2444,  2971,  2984,  3164,  3744,  4114,  4703,  6247,  6403,  7541,  8318,  8625,  8689,  8743,  9068,  10283,  10469,  10626,  10647,  10771,  11318,  23632,  29888,  55286,  56287,  60313,  63827,  79092,  80319,  91894,  112744,  117608,  148979,  157807,  200909,  256643,  286006,  339896,  353140,  389376
hsa-miR-527	miRBase	514	0.08251813244858602	1.669990360375321	0.025904927600816093	0.4751935156774702	up	710,  744,  1118,  1571,  1856,  2036,  2309,  2567,  2820,  3003,  3428,  4117,  4656,  4752,  5624,  6696,  6700,  7103,  7200,  8260,  8483,  9414,  9452,  9896,  10579,  10934,  22807,  23582,  23626,  26037,  27072,  49860,  55425,  55743,  56942,  64902,  79092,  79739,  79971,  85438,  122769,  146862,  157753,  168537,  168850,  192666,  200909,  220042,  221395,  222826,  342574,  353132,  353140,  353288
hsa-miR-628	miRBase	451	0.08670952471975225	1.714061524034	0.02726720083032701	0.4850256632546047	up	258,  279,  585,  727,  952,  2186,  2661,  2835,  3292,  3851,  4114,  4982,  5376,  6165,  6554,  8241,  8483,  8914,  9897,  10216,  10283,  10335,  23582,  25789,  51106,  51514,  51561,  55425,  57179,  79149,  79753,  79868,  84071,  84641,  84946,  85438,  90523,  90957,  115294,  122769,  129807,  137735,  146802,  148738,  163479,  220082
mmu-miR-672	miRBase	510	0.08168873813482413	1.661404773441211	0.02812443479805208	0.4855600948957815	up	417,  486,  710,  735,  1109,  1198,  1232,  1562,  2939,  2984,  3195,  3293,  3567,  3713,  3990,  4225,  4358,  5148,  6296,  6407,  6627,  6768,  7103,  9038,  9622,  9918,  10394,  10507,  10579,  11012,  27440,  50700,  51564,  54910,  55867,  56654,  60592,  63827,  65989,  79020,  79774,  79815,  84279,  84795,  90362,  154075,  160065,  164237,  200634,  283316,  284366,  342574,  349236,  353144,  353145
hsa-miR-133b	miRBase	527	-0.09069414814641638	0.569140137661131	0.031873601001338875	0.5234460404755322	down	326,  686,  1198,  1236,  3293,  3758,  4656,  5333,  5354,  6094,  6407,  8241,  8625,  8856,  8942,  9427,  10362,  11093,  23646,  27237,  29798,  51548,  79701,  83723,  84279,  84292,  90990,  124093,  129807,  246329,  353140
hsa-miR-302c*	miRBase	413	0.08752825897794335	1.7228050872417568	0.03249280903000933	0.5234460404755322	up	686,  831,  911,  952,  1198,  1232,  1270,  1429,  1646,  1974,  2207,  2444,  3442,  4224,  5001,  6360,  7141,  7368,  8241,  10283,  10363,  51561,  51705,  55094,  55285,  57062,  60592,  63915,  64232,  79701,  79971,  80255,  84295,  85417,  122769,  161003,  221395,  319101
mmu-miR-470	miRBase	476	0.08195406371126107	1.6641465143941674	0.032994043437128945	0.5234460404755322	up	72,  339,  486,  727,  939,  1650,  1670,  2312,  2352,  2939,  3950,  4114,  4117,  5047,  5159,  5436,  5521,  6700,  7050,  8241,  9409,  9427,  9622,  10771,  10876,  11045,  23632,  26040,  29974,  51442,  51548,  63827,  64902,  79701,  84648,  84734,  85438,  90506,  92579,  114571,  122664,  124093,  135927,  146802,  151887,  200634,  222826
hsa-miR-28	miRBase	527	0.07755939748594654	1.6193118251880843	0.034875774622441603	0.5294867558763261	up	56,  356,  672,  744,  915,  952,  1187,  1308,  1974,  1999,  2242,  2694,  4117,  4133,  4224,  5047,  5376,  5624,  6700,  7106,  7388,  7775,  8431,  8914,  9283,  9502,  9968,  9971,  10223,  10579,  26133,  27097,  51106,  54856,  63895,  63928,  64222,  78987,  84310,  84648,  84734,  84946,  90362,  122042,  124093,  127247,  128346,  154075
hsa-miR-508	miRBase	449	0.08315785728632409	1.6766428546405265	0.035178847494338535	0.5294867558763261	up	225,  301,  416,  686,  790,  831,  1081,  1198,  3467,  4168,  4703,  5015,  5232,  5342,  5688,  5917,  6696,  7050,  7388,  9581,  10216,  10566,  10738,  10771,  11080,  27329,  50939,  51106,  51263,  51514,  54600,  55601,  56942,  79020,  79868,  139596,  140880,  154075,  161003,  220042,  221223,  253982,  353288,  388646
hsa-miR-339	miRBase	414	0.08508620592500207	1.6968565046136022	0.037836628123856395	0.5295921028007536	up	326,  495,  939,  1435,  1999,  2494,  2859,  3292,  3596,  3626,  3777,  3851,  5333,  5959,  6360,  6618,  7200,  7596,  7869,  8241,  8326,  8943,  9099,  9409,  10407,  23385,  23562,  24148,  25789,  29798,  55716,  56942,  57716,  79648,  117286,  129807,  151516,  283234,  353140,  375307
hsa-miR-448	miRBase	458	0.08117839893548076	1.656143878666056	0.038249493594877546	0.5295921028007536	up	52,  258,  312,  339,  667,  1301,  1650,  2207,  2845,  2939,  3283,  4117,  4253,  4319,  4358,  4477,  4908,  5015,  5408,  6354,  7103,  9153,  9325,  10407,  10443,  10579,  23408,  51106,  51430,  53938,  55094,  55286,  64132,  64579,  79149,  79739,  83445,  89869,  115352,  126969,  146802,  148979,  155465,  166378,  221391,  353132
hsa-miR-220	miRBase	455	-0.0935112797708614	0.5592627074531131	0.03983574698981052	0.5295921028007536	down	225,  407,  949,  1203,  1301,  2173,  3554,  4117,  4312,  5068,  5314,  5333,  5917,  6540,  6696,  8600,  23373,  27258,  27440,  29855,  29881,  56654,  79906,  85397,  89781,  91431,  91543,  124912,  145501,  152206
hsa-miR-496	miRBase	468	0.07926568813549052	1.6365742537066879	0.04125836466177445	0.5295921028007536	up	301,  417,  831,  1429,  1580,  1856,  2444,  2845,  3446,  4356,  4358,  5624,  6894,  7103,  7388,  8318,  8914,  9079,  10283,  10407,  10647,  11104,  23408,  27248,  51561,  55205,  57716,  63895,  81501,  84693,  84891,  85397,  85438,  91431,  93611,  126969,  127247,  140880,  140890,  157753,  161003,  163778,  253982,  353288
hsa-miR-617	miRBase	486	-0.08922805097239045	0.5743493936080677	0.04212902185518141	0.5295921028007536	down	183,  326,  1293,  1311,  1473,  1562,  1580,  3623,  3713,  4356,  5068,  5078,  5624,  5784,  6360,  6700,  7045,  7047,  23632,  79442,  80255,  84795,  89886,  113763,  130120,  148738,  205147,  283316,  337977
hsa-miR-20b	miRBase	418	0.08278516295608289	1.6727639933738572	0.04279340150596675	0.5295921028007536	up	672,  1314,  1369,  1650,  1716,  2811,  3292,  3586,  3906,  4117,  4815,  5027,  5148,  8076,  8260,  9153,  9409,  9675,  9918,  27258,  29844,  56676,  64425,  64446,  64598,  79089,  79442,  80255,  81558,  84342,  84676,  84765,  84930,  132724,  136263,  220042,  283450,  343641
hsa-miR-15a	miRBase	587	-0.08003461167123291	0.6081195756682315	0.04418570129915245	0.5295921028007536	down	683,  710,  2242,  2661,  2876,  3164,  3283,  3346,  5333,  5436,  6627,  6894,  7103,  7169,  7775,  8942,  9409,  10157,  10803,  10979,  25790,  25960,  51561,  55340,  55743,  56923,  57003,  79089,  79092,  79149,  79739,  84102,  84916,  85417,  90362,  129401,  149708,  154075,  160298,  319101,  349236,  374955
mmu-miR-718	miRBase	367	-0.10236895508329219	0.5293089785023603	0.044286170178732855	0.5295921028007536	down	312,  417,  3292,  6123,  6141,  6618,  8326,  8914,  9785,  9918,  10498,  10599,  25791,  60343,  79948,  84734,  283234,  349136,  375307
hsa-miR-181d	miRBase	675	0.06639150340043398	1.5107363405238192	0.04438691132043324	0.5295921028007536	up	312,  339,  623,  1187,  1232,  1293,  1974,  2820,  2845,  3283,  3624,  3713,  4319,  4356,  4982,  5337,  5624,  5688,  5968,  6519,  6582,  6696,  6756,  7103,  7270,  7388,  7869,  8241,  8914,  9113,  9897,  9968,  11318,  23632,  25852,  26037,  26260,  26290,  51277,  51693,  54842,  54910,  54952,  79149,  79648,  79774,  81285,  83998,  84707,  84946,  85438,  89869,  90957,  91942,  122769,  130752,  154075,  155465,  163479,  196472,  220082,  280658,  339976,  342926,  400120
hsa-let-7b	miRBase	686	0.06584960235657014	1.505657187137617	0.044618927355928484	0.5295921028007536	up	56,  339,  356,  417,  486,  652,  710,  825,  1081,  1118,  1236,  1244,  1414,  1650,  2000,  2876,  3283,  3346,  3596,  3623,  3671,  3906,  3990,  4356,  4656,  4752,  4908,  5225,  5333,  5436,  6165,  6354,  6360,  6361,  6554,  6779,  7596,  8106,  8743,  9897,  9971,  10362,  10407,  10626,  10771,  23539,  23646,  26260,  51442,  51666,  54910,  55340,  55425,  55716,  56676,  56923,  64902,  79648,  79971,  83733,  84220,  89845,  90139,  90957,  90990,  122769,  130120,  135927,  140836,  146456,  154075,  163778,  171558,  256369,  280658,  338323,  353140
rno-miR-664	miRBase	475	0.0769605005405517	1.613296094573222	0.046404874298857424	0.5295921028007536	up	667,  831,  952,  1081,  1187,  1415,  2206,  2835,  2984,  3158,  3273,  4114,  4224,  4656,  5545,  5624,  6768,  8600,  9897,  9918,  10216,  10407,  10771,  11012,  11081,  23165,  24137,  25852,  51106,  51442,  51703,  54600,  55601,  57047,  79149,  79701,  79959,  84071,  84292,  84707,  89869,  91584,  93190,  115294,  115352,  124923,  130827,  154075,  163479,  168537,  283316,  342574
hsa-miR-191	miRBase	539	-0.08269100781099767	0.5981628684721266	0.046499748756418685	0.5295921028007536	down	683,  1203,  1601,  1733,  2173,  2267,  3906,  4114,  4238,  4703,  5333,  5521,  6670,  6700,  8241,  8722,  9452,  9633,  9918,  9968,  10579,  10934,  25788,  26133,  29930,  57062,  79149,  83607,  84795,  84929,  92106,  124923,  148979,  154075,  165530,  200909,  245938,  280658,  286343
mmu-miR-667	miRBase	444	-0.09121141863695914	0.5673134983378254	0.0471673050648264	0.5295921028007536	down	710,  722,  1856,  2788,  2859,  2876,  3046,  3053,  4908,  5314,  5521,  6407,  8241,  8260,  9837,  10407,  11045,  23539,  55662,  57716,  79948,  80201,  93611,  149563,  375307
hsa-miR-181a	miRBase	644	0.06674006668086149	1.5140124207084058	0.0479776767435757	0.5295921028007536	up	161,  339,  623,  886,  1187,  1232,  1293,  1974,  2845,  3003,  3283,  3624,  3713,  4224,  4319,  4356,  4982,  5001,  5624,  5688,  6354,  6519,  6696,  6756,  7045,  7103,  7270,  7368,  7388,  7869,  8241,  8660,  8809,  8914,  9113,  9465,  9581,  9897,  9968,  10317,  10498,  11318,  23632,  25791,  26037,  26260,  27072,  51693,  54842,  54910,  54952,  79648,  81285,  83998,  84707,  84946,  122769,  130752,  130827,  154075,  196472,  220082,  280658,  339976
hsa-miR-499	miRBase	521	0.07312701087284577	1.575315727328668	0.04871886465288023	0.5295921028007536	up	727,  744,  759,  952,  1297,  2243,  2661,  2694,  2845,  2853,  3292,  3713,  3990,  4114,  4211,  4358,  5159,  5284,  5521,  6407,  6554,  6627,  7541,  8237,  9502,  10738,  10771,  11093,  23408,  50939,  51561,  55156,  55425,  57003,  57094,  80831,  84071,  85438,  90362,  92579,  94134,  115294,  121599,  124923,  130752,  146434,  148738,  148979,  155465,  220042,  353140
hsa-miR-506	miRBase	565	-0.07915001619249211	0.6114718668987563	0.050574538186566965	0.5311494154872041	down	416,  417,  722,  939,  1769,  2661,  3164,  3906,  4168,  4356,  5148,  5286,  6618,  6894,  9283,  9414,  10283,  10362,  10478,  11104,  22901,  23582,  27440,  50939,  55080,  55998,  57716,  64222,  64902,  79149,  79701,  81558,  83723,  147179,  166655,  192666,  220042,  407977
L-Glutamic Acid	Drug Bank	64	-0.2576048023235001	0.20171229264018004	0.050641330358423726	0.7727396338244146	down	2902,  10157,  83733
hsa-let-7i	miRBase	763	0.06080481161582859	1.4591850204445431	0.052314472254035446	0.5311494154872041	up	56,  339,  356,  417,  486,  652,  710,  1081,  1109,  1414,  1588,  1650,  1803,  1944,  2876,  2984,  3283,  3293,  3596,  3623,  3671,  3906,  3990,  4117,  4225,  4319,  4752,  4815,  4908,  5225,  5333,  5436,  6165,  6354,  6360,  6779,  7106,  7270,  7596,  7775,  8743,  9897,  9971,  10362,  10720,  11045,  23408,  23562,  23646,  26260,  51106,  51666,  54910,  55094,  55425,  56676,  63827,  79648,  79906,  81501,  83733,  84310,  89845,  90139,  90957,  90990,  91543,  115352,  121355,  122769,  123879,  129401,  130120,  135927,  146456,  146779,  154075,  163778,  171558,  256369,  280658,  319101
hsa-miR-567	miRBase	442	0.07748825667145787	1.6185960657766962	0.05256202585796003	0.5311494154872041	up	652,  727,  972,  1081,  1301,  1436,  1974,  2052,  2207,  2939,  2971,  3381,  4117,  4973,  4982,  5232,  5334,  6768,  7363,  7567,  9270,  9427,  9635,  10157,  10245,  10771,  10894,  11045,  23385,  23626,  50624,  54726,  55285,  57037,  57094,  79739,  81501,  84795,  84946,  140880,  148581,  165530,  202865
Nicotinamide-Adenine-Dinucleotide	Drug Bank	27	-0.44939997914189717	0.061246734221834125	0.05277352717804292	0.7727396338244146	down	3292
hsa-miR-584	miRBase	479	0.07435599604655385	1.5873935194884827	0.05389432809155725	0.5311494154872041	up	301,  710,  952,  1358,  2845,  2939,  3445,  3990,  4133,  4752,  4815,  4908,  5169,  6627,  6700,  7050,  7363,  8076,  8942,  9068,  9414,  10149,  10157,  11104,  23582,  23626,  25790,  50859,  56287,  56654,  56942,  57047,  64943,  79573,  79648,  81558,  83445,  84279,  84693,  84946,  89886,  115294,  115352,  121355,  129401,  136541,  146456,  219844,  347732,  353132
