EntrezID	p.value	HPV+/HPV-
6932	0.055649571	1.52
8450	0.055664637	-1.86
NA	0.055671985	-1.24
NA	0.055732221	1.14
NA	0.05573775	-1.18
NA	0.055770372	1.48
NA	0.055798717	1.27
NA	0.055826975	-1.70
22806	0.05588622	1.31
64073	0.055889328	11.18
NA	0.055894836	-2.72
285600	0.055919085	1.21
252884	0.055929184	-1.54
22869	0.055929441	1.56
4802	0.05596615	-1.86
503569	0.056001361	-1.29
257144	0.056007017	-1.23
4012	0.05605771	1.86
8828	0.056119475	-1.65
79789	0.056121613	2.97
80709	0.056137923	2.49
255403	0.056149205	1.27
NA	0.056161596	1.18
NA	0.056177727	-1.22
55269	0.056185615	-2.04
NA	0.056213478	-1.27
2571	0.056231361	3.40
285205	0.056231502	-1.23
54503	0.056238457	1.22
6768	0.056245858	6.41
10466	0.056255299	2.04
92737	0.056261599	-13.06
7163	0.056264051	2.68
5118	0.05629686	-3.13
83259	0.056309701	1.16
55276	0.056309989	2.43
NA	0.056327922	2.10
6397	0.056358108	1.86
203245	0.056360693	-1.96
85301	0.056387384	2.56
10010	0.056425018	-1.84
79744	0.056432265	-2.46
NA	0.056443735	-1.31
26298	0.056527822	48.56
NA	0.056564855	-1.25
5099	0.056637113	9.89
286205	0.056664662	1.66
154075	0.056671419	1.25
7850	0.056674563	1.34
NA	0.056739537	1.17
NA	0.056767443	-1.17
NA	0.056773631	-1.41
7291	0.05681742	-2.36
2204	0.056847429	-1.31
1145	0.056859573	1.41
6597	0.056862606	1.22
NA	0.056885089	1.50
NA	0.056928791	1.21
54014	0.05694177	1.58
56922	0.056947432	1.94
6954	0.05704398	1.42
NA	0.057047706	-1.19
10923	0.057091656	1.28
NA	0.057099108	-1.19
23432	0.057122263	1.99
NA	0.057134668	1.62
6641	0.057138085	-1.56
55036	0.05713884	-1.25
NA	0.057157561	1.13
83733	0.057187278	-1.25
79685	0.057199659	2.22
133686	0.057221541	2.17
116154	0.05724398	1.42
NA	0.057244382	-1.82
151963	0.057260539	2.71
967	0.057345088	-1.72
664701	0.057354215	-1.14
115106	0.057361071	1.73
7771	0.057374662	-1.42
80195	0.057382342	-2.05
9462	0.057392415	1.39
NA	0.057394996	-1.21
55137	0.057410245	1.83
NA	0.057413975	1.39
NA	0.057451478	1.24
258010	0.057479603	-1.24
23528	0.057485893	-1.78
3690	0.057523392	-7.00
29094	0.057545146	4.40
NA	0.057556312	1.66
56903	0.057565149	-1.15
6515	0.057611272	-8.81
50853	0.057619292	3.07
NA	0.057646421	-1.20
6515	0.057675107	-5.82
NA	0.057695131	1.29
85461	0.057711457	1.37
3782	0.057742453	-1.36
55603	0.057742699	-2.99
5603	0.057795386	5.29
54928	0.057800127	-1.84
151230	0.057813227	1.21
284004	0.057846818	1.36
159963	0.057906638	-1.28
27071	0.057907259	1.66
22882	0.057912309	2.96
NA	0.057960216	1.27
NA	0.057964281	-1.35
84691	0.058002284	-1.34
11278	0.058020499	-2.32
8945	0.058043921	-1.82
NA	0.058050055	-1.50
248	0.058064259	-1.43
NA	0.05807085	-1.20
93129	0.058070952	-2.35
8814	0.058091482	1.91
54583	0.058100167	-2.73
100190938	0.058108554	1.29
6399	0.058132439	1.94
100190939	0.058132829	-1.69
203107	0.058250449	4.28
338324	0.058268529	-1.46
2313	0.058295179	2.94
51661	0.058311051	-5.12
NA	0.058322837	1.28
54800	0.058326404	2.02
5991	0.058331398	1.18
221061	0.058347073	-2.67
6546	0.058373317	-1.34
10100	0.058376771	6.10
84913	0.05838137	-1.29
23097	0.058381684	1.44
5928	0.058395954	-2.00
157931	0.058396309	-1.36
57823	0.058396635	-1.41
9144	0.05841267	2.57
23336	0.058450821	-1.33
55234	0.058451968	-2.00
7730	0.058514362	2.25
342184	0.058528205	-1.75
219525	0.05860228	1.23
NA	0.058661602	-1.51
3547	0.058696737	-1.55
3655	0.058780072	5.29
133690	0.058801607	-1.73
10489	0.058851936	-2.20
153579	0.05887983	1.25
154075	0.058902234	-1.22
57628	0.058904368	-1.21
57010	0.058934031	-1.35
387921	0.058949658	1.24
50615	0.058971522	-3.30
2273	0.059038238	-9.45
NA	0.059042071	-1.55
10809	0.059053047	2.20
NA	0.059081312	1.29
3329	0.059108732	1.56
288	0.059117849	1.72
28992	0.059121271	1.24
57758	0.059144311	-1.33
7429	0.059157262	-1.22
NA	0.059174538	-1.27
643837	0.05917467	-1.26
147923	0.05919257	4.23
2346	0.0592522	-1.19
51144	0.059256469	-1.27
388963	0.059343749	2.09
862	0.059354435	-1.24
55589	0.059385339	1.20
9517	0.059422081	1.87
57707	0.059425283	1.88
93663	0.059450865	-2.21
10043	0.059492143	-2.31
NA	0.059505962	-1.13
NA	0.059513566	1.19
NA	0.059536726	-1.23
254228	0.059542863	-2.49
NA	0.059626489	-1.30
NA	0.059649776	1.32
8100	0.059668829	-2.05
339327	0.0596845	-1.25
NA	0.059703717	-1.17
7643	0.059724375	1.17
348327	0.059730435	-1.32
NA	0.059769551	-2.12
9529	0.059811791	1.97
2768	0.059822474	-1.92
NA	0.059822576	-1.16
NA	0.059831334	1.86
8848	0.059889325	-1.68
339290	0.059890331	-2.11
255031	0.059911318	2.55
4990	0.059912689	-1.22
284221	0.059920321	-1.20
NA	0.059934906	1.21
79066	0.059940769	1.29
6949	0.059942975	1.95
27436	0.059991071	-1.32
1003	0.059991737	1.28
10935	0.060090311	1.34
6788	0.060116328	2.37
790	0.060161512	-1.23
153642	0.060167556	1.94
397	0.060266807	1.56
58486	0.060274267	-1.28
55858	0.060301684	-1.54
1442	0.060306225	-1.42
147700	0.060313016	2.37
7227	0.060315714	-4.94
285498	0.060330531	2.89
284759	0.060345486	1.72
10797	0.060357151	1.73
7456	0.060376657	-2.54
NA	0.060400869	-1.30
NA	0.060411226	1.34
114088	0.060416087	1.39
26275	0.060447251	1.90
79696	0.060453636	-1.53
9330	0.06046876	1.59
92482	0.060482363	-1.73
56034	0.060507348	-6.75
3257	0.060526925	-2.03
51455	0.060543832	1.56
84449	0.060567183	1.24
105	0.060584995	-1.26
7422	0.060610916	-1.95
29092	0.060637023	-2.05
26082	0.060643613	-1.15
8543	0.060658837	-1.78
NA	0.060684674	-2.74
23405	0.060704075	3.00
100129258	0.060711593	-1.24
9212	0.0607297	-1.35
729324	0.060735212	-1.23
7157	0.060826304	3.67
51473	0.060835429	1.24
196500	0.060855748	-1.33
NA	0.060887933	1.38
57153	0.060889609	2.69
652	0.060914415	3.71
4817	0.060968099	-1.31
84866	0.060970188	1.36
399821	0.061019597	1.14
1366	0.061042872	10.64
NA	0.061097023	1.25
NA	0.06111719	-1.35
4673	0.061119621	1.60
54069	0.061141516	1.80
29078	0.06114747	-1.68
6414	0.061166171	-1.33
NA	0.06118944	-1.38
5029	0.061228275	4.67
54101	0.061249402	6.08
2172	0.061269301	-2.21
NA	0.061282744	1.19
NA	0.061283123	-1.37
727936	0.061283566	-6.47
1427	0.061291896	1.20
NA	0.061311277	-1.45
23272	0.061312014	-1.27
NA	0.061332036	-1.14
NA	0.06133833	1.33
6319	0.061347343	-2.17
284443	0.061365628	-1.52
146223	0.061380741	1.93
2935	0.061405312	-1.81
644096	0.061512739	2.02
NA	0.061540578	-1.17
79150	0.061543328	-1.22
10667	0.061552251	-1.25
2572	0.061581879	-1.19
140685	0.061584747	-1.31
NA	0.061606986	-1.89
NA	0.061609426	-1.26
2799	0.061617013	-1.78
56834	0.061641773	-1.29
7052	0.061644935	-5.07
10474	0.06165502	-1.37
NA	0.061655718	1.67
NA	0.061678176	1.28
NA	0.061688365	-3.17
79820	0.061728916	1.18
55612	0.061759466	5.65
NA	0.061793327	1.18
51665	0.061805915	-1.53
NA	0.061808086	-4.92
10439	0.06181136	2.46
NA	0.061820356	-1.16
NA	0.061828667	-1.25
55757	0.061868854	2.20
3084	0.061926561	2.39
NA	0.0619367	-1.16
7067	0.061940156	-1.57
4919	0.061954064	1.85
4781	0.061976441	15.46
NA	0.061993361	-1.45
129642	0.061995356	1.97
10521	0.061998871	-3.48
NA	0.062005279	-1.40
57612	0.062008194	1.82
1131	0.062038786	-4.55
NA	0.062114981	1.97
84750	0.062150279	1.97
9312	0.062177897	1.29
NA	0.062180688	2.06
NA	0.062241743	2.01
56122	0.062257472	-2.67
9766	0.062261892	2.50
317781	0.062310416	-1.32
84725	0.062320797	-1.42
57406	0.062347722	-1.19
90226	0.06234878	-1.44
3140	0.062374952	1.21
125488	0.062385751	1.92
5738	0.062397953	1.73
NA	0.062404824	1.33
NA	0.062410701	1.17
114044	0.062437558	2.14
643837	0.062452419	-1.31
23329	0.062472788	2.43
54210	0.062482765	-1.30
NA	0.062490482	-2.76
9933	0.062499422	7.44
7957	0.062504672	-1.60
51540	0.062524489	2.34
9373	0.062538868	-2.89
54509	0.062547857	6.57
NA	0.06263411	-1.41
692247	0.062677174	-1.29
NA	0.062679321	1.15
166012	0.062690345	-1.24
NA	0.062702969	-1.14
NA	0.062718367	1.30
5562	0.062728499	1.97
7227	0.062735336	-3.08
646865	0.062756164	-1.14
NA	0.062781329	1.37
5996	0.062818049	1.25
114043	0.06281957	-1.27
10135	0.062820694	2.01
646405	0.062838821	-1.39
NA	0.062873944	1.17
57572	0.062892769	-1.24
NA	0.062952829	1.59
83692	0.062959967	-1.28
644903	0.063003289	1.34
57589	0.063059195	1.61
400099	0.063063726	-2.03
3177	0.063073772	-1.38
NA	0.063082294	1.19
6911	0.063089812	-1.34
160313	0.063098426	1.36
340024	0.063102672	-1.31
644096	0.063106023	1.81
375010	0.063165844	-1.42
25934	0.063209192	1.78
10521	0.063222071	-2.92
NA	0.063235206	-2.35
8507	0.063278274	2.46
9517	0.06330104	2.05
26246	0.063336662	-1.25
57325	0.063341181	1.46
90737	0.06334569	-1.70
10644	0.063366153	1.76
NA	0.063399887	-1.49
85364	0.06345885	-1.40
8545	0.063459263	-1.99
NA	0.06346329	-1.18
51667	0.063466158	1.25
84447	0.063469748	-1.24
NA	0.063491961	1.19
51542	0.063498832	1.95
84669	0.063607965	-1.36
387923	0.063608209	-1.29
56984	0.063616998	1.79
8801	0.063635752	-1.26
958	0.06364907	-2.40
204	0.063658295	-2.18
55553	0.063677008	-1.36
2903	0.063686708	1.16
347744	0.063728535	-1.39
222696	0.063746924	1.16
NA	0.06374782	1.18
NA	0.063749216	1.50
11216	0.063751245	1.31
NA	0.063761354	1.48
NA	0.063763629	1.15
54961	0.063775253	2.39
375616	0.063799834	1.60
NA	0.063801309	-1.22
26524	0.063815432	-1.76
353355	0.06381957	1.39
NA	0.063849372	1.42
386759	0.063913317	-1.39
6242	0.063982769	2.56
6932	0.063991191	1.82
3275	0.064011829	2.53
259217	0.064019589	-1.43
60677	0.06406777	-1.22
29766	0.064072931	1.77
100132288	0.064085504	-6.79
338817	0.064106305	1.25
8292	0.06413585	-1.31
NA	0.06414243	1.20
54961	0.064156143	2.45
10205	0.064164022	4.23
121512	0.06416922	1.40
153478	0.064176617	2.87
23344	0.064189304	-1.98
NA	0.06419685	-1.81
3985	0.064197464	2.64
137392	0.064225042	2.51
6319	0.064232457	-2.15
NA	0.064234391	1.73
913	0.064273309	1.27
85360	0.064358293	-1.82
145781	0.064373288	1.55
25981	0.064374589	-1.36
3953	0.064388294	-3.05
NA	0.064398328	-1.30
345222	0.06441417	-1.48
23269	0.064468867	1.99
776	0.064470119	-1.30
51295	0.0644793	1.81
NA	0.064562933	-1.74
140733	0.064599475	1.31
7700	0.064627531	1.29
400620	0.064639316	-1.33
8450	0.064644933	-1.83
NA	0.064649288	-3.36
205717	0.06466396	1.17
1182	0.064664102	-3.22
146223	0.064664463	2.02
6275	0.064664634	-4.46
26235	0.064669778	1.29
160760	0.064725968	1.74
8379	0.064732773	-2.27
79802	0.064738548	-1.88
23768	0.064744838	2.80
90203	0.064754521	-2.04
79101	0.064764784	1.91
89846	0.064769508	5.02
7163	0.06481487	3.09
4361	0.06482774	1.42
10778	0.064828353	1.38
NA	0.064832397	1.16
5771	0.064847636	1.89
9747	0.064850717	1.85
57532	0.064864155	1.83
4976	0.0648738	1.38
80099	0.064886084	-1.38
6660	0.064898199	-1.26
3077	0.064898401	-1.68
389289	0.064901641	-1.67
NA	0.064913394	-1.24
NA	0.064991961	1.14
672	0.064992965	2.07
57325	0.065005472	1.87
NA	0.065018078	1.17
57157	0.065024519	2.33
5286	0.065082249	1.46
1137	0.065085719	-1.35
NA	0.065096327	-1.22
10538	0.065168314	-1.85
8660	0.065174944	1.85
8605	0.065188343	-1.83
12	0.065204457	2.16
3172	0.065210153	-1.24
63932	0.065223479	-1.41
10205	0.065241906	12.73
79890	0.065257099	1.75
NA	0.065276622	1.28
79890	0.065277526	1.80
728039	0.065318466	-1.42
8490	0.06533185	-1.28
51667	0.065346944	-1.23
6746	0.065356553	-1.55
1390	0.065369394	-2.35
160428	0.065407012	-1.45
347252	0.065432955	5.62
130340	0.065443488	3.81
10385	0.065459304	1.31
NA	0.065499996	1.22
100131763	0.065530403	-1.19
25999	0.065548406	1.23
NA	0.065574153	1.22
4802	0.065601613	-1.81
285672	0.065650047	1.80
653583	0.065669625	2.31
NA	0.065672583	-1.22
613	0.065673979	1.96
401264	0.06569986	-2.04
63977	0.065704631	1.51
6594	0.065710389	-6.53
NA	0.065714229	-1.37
1183	0.065715173	-1.54
9759	0.065715858	-1.98
NA	0.065719234	-1.16
3177	0.065729188	-1.26
65009	0.065739812	-1.95
83660	0.065759385	-1.23
162962	0.065763273	1.64
NA	0.06577707	-1.16
11173	0.065787532	-1.25
NA	0.065794924	-1.24
23360	0.065835239	1.24
55812	0.065872924	1.86
NA	0.065880014	-1.18
8545	0.065902861	-2.03
NA	0.065908565	-1.13
NA	0.065944081	-1.18
83752	0.065951558	-1.80
3344	0.065958085	-1.33
26273	0.065980686	1.21
NA	0.065992765	-1.43
55534	0.066011109	-1.36
NA	0.06601146	-1.31
2986	0.066017707	1.30
7518	0.066035464	1.55
NA	0.066105832	1.37
NA	0.066116479	1.24
1289	0.066119511	-4.31
9394	0.066132736	1.28
166968	0.066137691	-1.46
400410	0.066140649	-1.25
553137	0.06616138	1.21
124857	0.066161475	-1.34
NA	0.06616652	1.45
NA	0.066184032	-1.22
7386	0.066196813	2.02
7310	0.066202194	-1.49
9702	0.066216891	2.01
7469	0.066249052	2.16
85414	0.066252982	1.26
NA	0.066279178	-1.16
8073	0.066313224	-1.49
728537	0.066313604	-1.26
6926	0.06644751	-5.68
NA	0.06647009	-1.28
81575	0.066475173	1.73
NA	0.066486011	11.13
81786	0.066498569	2.39
NA	0.066502114	1.14
26716	0.06650288	1.14
150166	0.066562039	-2.50
84179	0.066576202	-1.34
NA	0.066586151	-1.24
10209	0.066605568	-1.72
NA	0.066632529	-1.15
NA	0.066641568	1.26
5359	0.066655579	1.24
170487	0.066659571	2.10
996	0.06667668	-1.32
NA	0.066677068	1.23
79877	0.066677779	2.24
145226	0.06674178	-1.31
152518	0.066750733	1.88
NA	0.066755694	-1.26
4070	0.066800429	3.50
141	0.066818225	-1.89
NA	0.066821651	-1.23
NA	0.066850866	1.44
5527	0.066861513	1.96
85301	0.066867492	2.25
NA	0.06687264	1.25
NA	0.06688321	-1.22
NA	0.066894822	-1.20
741	0.066900197	-1.22
NA	0.066950388	-1.29
5797	0.066982469	-2.77
NA	0.066986527	-2.85
80012	0.067027866	1.64
55001	0.067090581	1.32
81786	0.067094829	1.39
23015	0.067096825	-1.28
8128	0.067099469	-1.54
8502	0.067112003	1.86
9612	0.067129637	-1.30
26953	0.067153676	2.18
84659	0.067175915	1.68
51111	0.067185615	-1.50
4637	0.067225425	-1.79
115548	0.067243776	1.24
NA	0.067259929	-1.29
NA	0.067266561	1.56
NA	0.067281803	-1.34
NA	0.067298952	-1.59
22982	0.067305981	-3.09
NA	0.067330673	-1.74
NA	0.06735396	2.01
266722	0.067361919	-1.29
4645	0.067386271	10.72
8910	0.067393506	-11.77
983	0.06741709	1.79
7581	0.067427076	1.54
196374	0.067501251	-1.31
79178	0.067511546	-1.98
NA	0.067537866	-1.25
84859	0.067548859	-1.60
NA	0.067560014	1.90
491	0.067587699	-1.18
NA	0.067587872	-1.18
146664	0.067611623	1.28
153	0.067648355	1.26
NA	0.067674112	-1.65
3679	0.067679878	-1.85
5062	0.067696445	-1.22
57633	0.067706496	-1.17
NA	0.067708551	1.48
8372	0.067724274	-1.70
8858	0.067733717	-1.40
2145	0.067801123	-1.18
3128	0.06781366	-1.50
254042	0.067829267	1.17
389072	0.067837403	1.29
23378	0.067852171	1.22
8450	0.067870497	-1.79
219409	0.067875958	-1.29
9743	0.067898104	2.16
100131088	0.067909092	-1.23
10518	0.067932114	-1.75
NA	0.067934133	-1.19
NA	0.067937734	1.41
NA	0.067972982	6.23
3107	0.06799505	-1.31
NA	0.068000643	-1.23
186	0.068053595	-1.19
122970	0.06805844	3.38
NA	0.068099547	1.46
201134	0.068107432	-2.36
6674	0.068114712	4.41
347736	0.068149177	1.24
NA	0.068212537	-1.95
84864	0.068236629	-1.73
6591	0.068245027	-1.50
NA	0.068249581	1.36
NA	0.06828313	1.19
373	0.068284732	-1.82
114991	0.068295118	2.18
10489	0.068296316	-2.46
25913	0.068345524	2.50
153769	0.068381362	1.79
NA	0.068405071	2.32
338773	0.068412267	-1.18
26018	0.068421935	-1.31
130827	0.068425038	1.71
129450	0.068435672	1.67
NA	0.068518779	-1.16
56946	0.068519113	1.61
NA	0.068532082	-5.39
NA	0.068545901	-1.37
NA	0.068577099	-2.12
NA	0.068583784	-1.14
NA	0.068587179	-1.29
2187	0.068620451	1.62
6668	0.068624769	-1.29
10299	0.068706178	2.31
81533	0.068730809	-1.65
NA	0.068741677	-1.21
54516	0.068746962	-1.77
NA	0.068781423	-1.53
51773	0.068793568	1.82
6134	0.068794838	-1.87
NA	0.068817518	1.18
84159	0.068818079	-1.23
NA	0.068822337	-1.25
NA	0.068826101	1.17
NA	0.068855152	1.17
221960	0.068873364	1.58
84671	0.068873648	-1.19
26136	0.068906187	2.52
NA	0.06890682	-1.15
79816	0.068908702	-1.63
NA	0.068918444	1.25
23539	0.068919333	1.64
9659	0.068935734	1.20
1906	0.068947017	6.44
NA	0.068974966	-1.56
147645	0.069011549	1.65
NA	0.069017655	1.17
55313	0.069112301	-4.69
NA	0.069114167	-1.26
126206	0.0691187	-1.26
57579	0.069128808	1.22
23624	0.069132795	12.51
868	0.069143399	-2.27
8828	0.069151363	-1.75
26098	0.06915828	1.24
80144	0.069194771	1.63
100128046	0.069256751	1.18
90506	0.069268797	-1.32
1207	0.069270317	1.92
NA	0.069278132	-1.34
287	0.069297319	1.29
403340	0.069306074	1.30
NA	0.069342449	1.15
NA	0.069348126	-1.65
10150	0.069406926	2.60
80169	0.069413176	-1.57
84959	0.069438233	-1.56
27237	0.069444977	2.46
57502	0.069456459	-1.19
4673	0.069463991	1.56
1129	0.069469804	1.30
89874	0.069505194	1.48
401261	0.069514693	-1.20
NA	0.069533794	-1.46
84905	0.069547076	1.50
NA	0.069547673	1.35
171019	0.06956937	1.18
NA	0.069573173	-20.51
80143	0.069613873	2.00
599	0.069615074	-1.37
2771	0.069625883	-1.25
1508	0.069627391	-1.76
253260	0.069643666	2.37
284904	0.069686963	-2.07
64927	0.069720769	1.82
NA	0.069767327	-1.26
9616	0.069775649	1.24
4430	0.069780666	1.87
NA	0.069789487	-1.21
NA	0.069818159	-4.40
253039	0.069851369	1.40
NA	0.069866688	-1.35
152195	0.06987863	1.69
NA	0.069881545	1.17
10579	0.069884668	-1.29
3694	0.06991652	2.26
730051	0.069925979	-1.22
8530	0.069935851	-1.47
54014	0.069938564	1.62
116159	0.069963428	-1.93
83417	0.069984375	1.18
NA	0.069990703	2.86
80055	0.069998307	1.22
NA	0.070061051	1.14
NA	0.0700653	1.18
NA	0.07006657	-3.51
171019	0.070072662	-1.19
8543	0.070080798	-1.97
147949	0.07012681	-1.20
7498	0.070174547	4.65
375449	0.070179638	-1.52
1134	0.070195251	-1.20
NA	0.070211336	2.27
NA	0.070246242	-1.48
9516	0.070250934	2.09
NA	0.070263608	-1.48
7770	0.070313059	1.51
10083	0.070316372	-1.29
1021	0.070322722	1.36
NA	0.070370262	1.42
54869	0.07037059	2.15
2346	0.070377757	-1.26
55900	0.070394127	1.41
388387	0.070399225	-1.42
118812	0.070419279	-2.34
8347	0.070458042	-2.20
NA	0.07046443	1.35
4524	0.070467024	-1.29
58191	0.070492434	6.26
51224	0.070551194	-1.23
NA	0.070563402	2.12
9672	0.070608451	-1.52
NA	0.070630982	1.32
948	0.070641823	-1.37
54869	0.070643428	2.10
NA	0.070685559	-1.39
NA	0.070759355	-2.53
NA	0.07076936	1.40
728568	0.07081334	1.78
54602	0.070815403	2.29
NA	0.070823671	-1.25
10809	0.070828671	2.01
NA	0.070831591	1.31
NA	0.070841103	-1.36
NA	0.070857868	-1.38
NA	0.070908905	-1.13
58487	0.070968439	-1.19
2281	0.070973429	-1.77
5142	0.070980643	-1.30
378828	0.070984412	-1.20
54542	0.071057883	1.18
5265	0.07106872	3.52
9122	0.071117825	-1.18
80143	0.071122707	1.69
2630	0.071128165	-1.89
NA	0.071148543	1.36
64839	0.071155654	-1.89
NA	0.071217142	1.67
6645	0.071239511	-1.29
85865	0.071274399	-1.22
NA	0.071285143	-1.40
9603	0.071312464	2.60
1757	0.071365845	-1.27
257000	0.071383999	-1.25
22838	0.07140057	1.85
NA	0.071427583	1.14
5126	0.071471456	-1.28
NA	0.071472329	-1.32
113235	0.071476701	1.77
5629	0.071521395	1.29
6641	0.071533327	-1.31
6002	0.071580955	-1.34
NA	0.071592368	-1.16
51022	0.071600982	-1.76
23405	0.07160403	2.51
23181	0.07167363	2.12
143425	0.071722837	1.21
8532	0.071758907	2.85
10806	0.071760042	-2.44
NA	0.071762971	-1.14
6256	0.071793411	2.23
56159	0.071806468	-1.21
32	0.071806791	-1.20
162681	0.07181872	-1.33
137362	0.071820549	1.20
23608	0.071894191	1.94
9663	0.071901382	-2.10
55521	0.071917344	2.25
57604	0.071929765	-1.27
6224	0.07193144	-1.38
NA	0.071974968	1.20
NA	0.0719815	1.27
55731	0.071991924	1.79
6310	0.071994187	-1.78
NA	0.072050493	-1.17
NA	0.072061746	1.22
5090	0.072066631	1.23
5733	0.072126884	-1.28
22823	0.072162793	2.17
137392	0.072168992	2.50
7518	0.072177084	1.74
NA	0.072246518	-1.18
2820	0.072253048	1.39
27109	0.072253086	1.74
1281	0.072316436	-22.52
23443	0.072331449	1.69
56267	0.072369607	2.30
23086	0.072370431	2.32
282996	0.072376434	-1.50
3717	0.072382944	1.20
285550	0.072396897	2.80
5289	0.072420348	-1.30
NA	0.072454097	1.47
538	0.072467177	-1.67
NA	0.072467791	-1.29
5724	0.072470465	1.79
23149	0.07249118	3.46
50512	0.072494478	3.05
8408	0.072529176	-1.90
NA	0.07257327	1.26
151195	0.07257917	1.80
NA	0.072595068	1.21
NA	0.072596549	1.71
604	0.072633509	-1.79
7027	0.072701944	2.90
7123	0.072732072	-1.29
NA	0.072734483	-1.21
NA	0.072746483	-1.29
NA	0.072752291	-1.24
4038	0.072754834	3.40
1363	0.072755728	-1.90
130340	0.072832301	2.31
132612	0.072837395	1.24
NA	0.072852119	-1.24
113235	0.072864438	3.71
3727	0.072881564	-1.28
63970	0.072902071	-1.47
147694	0.07291965	-1.29
90407	0.072956771	1.71
NA	0.072964809	1.37
387590	0.072977089	-1.21
7475	0.073009564	-1.27
10848	0.073018755	1.71
54509	0.073032977	6.34
NA	0.073073155	1.27
57563	0.073195589	-1.16
NA	0.073218964	-1.22
7846	0.073248743	-4.90
NA	0.073255709	1.15
8621	0.073312982	-1.37
NA	0.073326211	1.67
54961	0.073371088	2.28
9099	0.073383184	-1.26
346157	0.073432508	-1.30
NA	0.073450581	-1.48
55020	0.073484013	-2.11
23216	0.073555967	2.18
509	0.073557968	-1.34
7020	0.07357245	3.61
92714	0.07360469	3.15
1050	0.073630812	3.39
5141	0.073632004	-1.62
776	0.073637716	1.38
259282	0.073643851	3.96
10587	0.073647952	-1.31
29991	0.073663601	-1.36
54438	0.073683928	3.95
10785	0.073687121	1.33
8334	0.073691512	-2.06
149699	0.073698816	-1.24
8821	0.073739918	1.82
2167	0.073755208	-1.17
NA	0.073815515	-1.20
64786	0.073821973	-1.74
NA	0.073843081	-1.29
9627	0.073851021	-1.40
9563	0.073855069	-1.64
NA	0.073866023	-1.47
54165	0.073866271	1.23
NA	0.073876353	1.19
731	0.073883558	-1.19
NA	0.073895385	-1.44
55761	0.073932342	-1.79
6751	0.073940459	-1.19
5424	0.073941922	1.82
54509	0.073943073	1.83
9649	0.07396012	1.69
5091	0.073965382	-1.90
NA	0.073973635	-1.27
26090	0.07399059	1.72
200558	0.073998714	-1.19
55023	0.074004263	-1.16
51409	0.074010257	-1.61
3993	0.074021302	2.72
55269	0.074046918	-1.68
8689	0.074067142	1.27
54807	0.074073329	-2.48
645191	0.074083937	-1.16
54970	0.07408689	-2.39
NA	0.074088409	1.31
254531	0.074112035	1.81
55608	0.074112947	2.26
388591	0.074180455	-1.29
83983	0.074192456	-1.50
6926	0.074205209	-2.54
147923	0.074218538	2.87
84804	0.074249924	1.71
753	0.074277638	-1.26
NA	0.074279893	-1.40
285733	0.074283921	-1.16
6760	0.074293886	-2.61
3776	0.074310511	-2.42
NA	0.074321008	-1.22
NA	0.074330259	-1.24
203259	0.074348284	-1.80
124923	0.074357194	1.28
NA	0.074361848	2.07
NA	0.074410312	-1.77
25913	0.074421474	2.34
148254	0.074453322	-1.29
10284	0.074457189	-1.76
90523	0.074462969	-1.23
2110	0.074463499	-2.27
56888	0.074508316	-1.75
NA	0.07454007	-2.02
NA	0.07457204	-1.19
9543	0.07459391	1.20
NA	0.074595282	-1.32
117159	0.07459935	-1.31
8000	0.074614004	2.83
8846	0.074630335	1.38
54566	0.074638697	2.58
55336	0.074653994	-1.44
146713	0.074665588	-1.24
NA	0.074669059	1.21
NA	0.074684577	-1.33
NA	0.074699583	-1.47
8204	0.074743299	1.89
7273	0.074750196	1.37
8796	0.074780588	13.73
NA	0.074782602	1.16
64802	0.074812363	-1.38
587	0.074857024	1.71
6660	0.074883211	-1.30
644873	0.074905253	-2.02
814	0.074920087	-2.87
NA	0.074929255	1.50
338667	0.074959028	-1.17
NA	0.0749723	-1.45
NA	0.07500284	-1.25
149603	0.075050079	-1.50
6935	0.075057447	-20.28
1022	0.075065112	1.64
57168	0.075078016	1.77
NA	0.075117911	-1.15
NA	0.075126642	-1.18
10390	0.075137668	1.18
NA	0.075142698	-1.28
9170	0.075186915	2.63
50943	0.075217566	-1.23
NA	0.075244531	-1.18
NA	0.07528989	1.47
NA	0.075295185	-1.21
10768	0.075332795	-1.19
23607	0.0753525	-1.44
23023	0.075357878	2.11
7544	0.075375744	1.15
83660	0.07538111	-1.76
3606	0.075438796	2.64
NA	0.075438813	-1.42
NA	0.075451975	1.19
6421	0.075455276	-1.84
80319	0.075495	-1.45
11096	0.07549877	-1.14
199990	0.075509301	-1.23
9516	0.07551122	2.08
NA	0.075525687	-1.17
NA	0.07554129	-1.37
8633	0.075547703	-1.19
51768	0.075550555	1.84
8685	0.075568078	1.70
NA	0.075575941	1.27
25771	0.07559961	-1.82
80215	0.075603748	1.67
1837	0.075623394	-1.41
56262	0.075625204	2.71
139065	0.075634999	-1.14
NA	0.07563666	-1.20
80270	0.075668746	-2.28
5923	0.0756782	4.33
572558	0.07568324	1.30
NA	0.075685537	-1.57
6628	0.075691495	1.45
283080	0.075695388	1.14
93556	0.075712582	-1.16
NA	0.075722255	1.16
145788	0.075737968	-1.51
388677	0.075788109	-2.42
NA	0.075793213	1.25
26339	0.075820766	1.16
55297	0.075833993	1.38
124989	0.075848413	1.17
