EntrezID	p.value	HPV+/HPV-
NA	0.537451767	-1.12
9204	0.537463425	1.21
NA	0.537529562	1.05
NA	0.537562384	-1.07
NA	0.537575686	1.13
84190	0.537603157	-1.20
643988	0.537604051	-1.67
54806	0.537616313	1.20
284837	0.537624093	1.05
93587	0.537643142	-1.23
54482	0.537659899	1.19
NA	0.53766863	1.07
NA	0.537680151	1.17
NA	0.537715276	-2.23
NA	0.53774498	1.06
83478	0.537789049	1.13
80764	0.537801272	1.35
NA	0.537817475	1.09
728448	0.537845393	-1.11
348995	0.537849978	1.18
9559	0.537866832	-1.14
NA	0.537896727	-1.06
1012	0.537914226	-1.34
6227	0.53792925	1.64
51230	0.537929405	-1.20
255488	0.537941937	1.41
284889	0.537942915	1.18
NA	0.537990801	-1.08
NA	0.538013941	1.10
817	0.538017954	1.16
80157	0.538018135	-1.06
125144	0.538022844	1.08
NA	0.538034106	-1.07
57184	0.5380467	-1.25
9425	0.53806852	1.30
387893	0.538145304	1.25
NA	0.538146638	1.10
NA	0.538149651	1.10
115350	0.538179028	-1.06
NA	0.538181629	1.15
4706	0.538181942	-1.10
NA	0.538188531	-1.08
NA	0.538190836	-1.04
5156	0.538229568	1.04
8454	0.538268432	1.27
129080	0.538274977	1.21
79650	0.538289763	-1.18
1571	0.538295633	-1.05
158046	0.53833696	1.04
27127	0.538341447	1.11
79047	0.538362557	1.07
253461	0.538431351	-1.52
NA	0.538468658	1.08
441461	0.538474031	1.05
NA	0.538475006	-1.19
NA	0.538535382	-1.10
6120	0.538556021	1.27
401067	0.53857107	1.05
10579	0.538592051	1.25
NA	0.538604076	-1.12
2597	0.538612531	-1.08
84734	0.538618231	-1.07
55568	0.53862515	-1.44
7458	0.538650195	1.24
79850	0.538679765	1.47
1052	0.53868199	-1.15
57492	0.538719021	-1.19
NA	0.538728546	-1.05
23517	0.538733607	1.18
284009	0.538737958	-1.07
220988	0.538744193	-1.19
6616	0.538755167	-1.22
259285	0.538839875	-1.05
NA	0.538852923	-1.05
56648	0.538861601	1.55
960	0.53888609	1.30
NA	0.538941057	1.11
201176	0.538942197	1.13
NA	0.538976036	-1.05
56987	0.538977285	-1.24
NA	0.538981597	-1.07
8061	0.53898344	-1.29
51234	0.538988532	-1.13
441951	0.538995902	1.13
84897	0.539005076	-1.18
NA	0.539011915	1.09
3417	0.539028969	-1.35
23473	0.539065999	-1.23
84340	0.539116092	1.16
51715	0.539127218	1.34
NA	0.539142274	-1.08
514	0.539144904	1.17
50650	0.539149897	1.34
26716	0.539167652	1.06
NA	0.539252688	-1.07
389857	0.539264741	1.07
254102	0.539312557	-1.07
9100	0.539317768	-1.22
NA	0.539364897	1.19
140700	0.539368357	1.09
148418	0.539401976	-1.52
NA	0.539411152	1.43
79165	0.5394177	1.14
84153	0.539420098	1.44
NA	0.539425475	-1.06
NA	0.539430026	-1.04
98	0.539475664	-1.19
57338	0.53954515	-1.10
7562	0.53954654	1.19
54621	0.539552919	1.19
51195	0.539614952	1.35
8439	0.539617306	-1.10
NA	0.539618908	1.05
1857	0.539625296	1.18
NA	0.539660513	-1.38
NA	0.539670452	1.04
NA	0.53967933	-1.10
NA	0.53968293	1.08
10078	0.539730264	-1.16
NA	0.539781658	-1.11
11095	0.539802657	-1.06
1108	0.539805296	-1.18
125488	0.539818726	-1.27
NA	0.539848244	-1.07
NA	0.539856627	-1.07
5337	0.539861814	1.18
8082	0.53988469	1.11
7779	0.53993952	1.07
8874	0.539968892	-1.07
NA	0.539969852	1.06
4613	0.539977439	-1.07
26148	0.540009139	1.30
83448	0.540046553	1.28
11237	0.540049993	-1.38
NA	0.540074986	-1.07
NA	0.540090247	-1.07
387119	0.540114556	-1.08
79784	0.540126859	1.96
2982	0.540127371	1.08
3780	0.540142015	-1.13
1588	0.540176992	1.06
667	0.540202062	-1.58
115	0.540230662	-1.07
3839	0.540231909	-1.17
3376	0.540232369	-1.22
NA	0.540238225	-1.15
25927	0.540250018	-3.06
157313	0.540272249	-1.22
10102	0.540289123	-1.23
727699	0.540304006	-1.10
10256	0.540328393	1.72
22990	0.540345638	1.20
NA	0.540363151	1.04
2037	0.540372993	-1.13
55339	0.540413361	1.06
NA	0.540444948	-1.05
NA	0.540467451	1.07
30811	0.540472897	1.09
NA	0.540474026	1.11
646383	0.540479203	1.08
55081	0.540493485	-1.15
79888	0.540504566	1.35
7879	0.540565526	-1.16
2253	0.540582343	-1.08
5874	0.540586928	-1.44
NA	0.540593381	-1.05
4189	0.540609928	-1.20
100131251	0.54061587	-1.12
55478	0.540647862	1.04
6497	0.540670033	-1.17
25802	0.540709866	-1.07
115703	0.540732942	-1.16
6489	0.540735872	-1.06
55727	0.540749191	1.30
100131015	0.540750699	1.11
27297	0.540756342	1.25
NA	0.540759342	-1.06
729291	0.540784627	-1.05
NA	0.540859787	-1.08
8462	0.540885582	-1.19
53371	0.540888276	1.17
63894	0.540891467	1.18
728690	0.540894338	-1.06
6916	0.54091537	-1.06
84962	0.540954441	1.27
23268	0.540968407	-1.46
89910	0.540989233	1.14
84289	0.541027652	-1.20
NA	0.541040402	1.08
9038	0.541072126	-1.10
NA	0.541094282	-1.06
NA	0.541112225	1.16
9817	0.541168002	-1.15
57187	0.541185918	-1.27
10293	0.54119437	1.21
8655	0.541205924	-1.09
NA	0.541206253	-1.07
284184	0.541233964	1.29
51152	0.541258245	-1.11
64755	0.541275688	-1.30
NA	0.54127897	-1.04
NA	0.541309163	1.06
5134	0.541313924	1.19
8824	0.541376147	-1.28
586	0.541397297	2.06
56244	0.541401272	1.11
54487	0.541414463	-1.16
54084	0.541416764	-1.09
8662	0.541427475	-1.30
3357	0.54142778	1.07
51231	0.541440553	1.17
NA	0.541452816	-1.12
554175	0.541469636	-1.05
9215	0.541495991	1.06
51129	0.541498649	-1.52
NA	0.541499889	-1.07
92840	0.541531981	-1.73
NA	0.541541888	-1.09
59	0.541548138	-1.47
54480	0.541551053	-1.46
783	0.541554013	1.06
94103	0.541576894	1.16
NA	0.541579069	1.06
51260	0.54159051	-1.21
27125	0.541596795	-1.18
9123	0.541602948	-1.08
161198	0.54161798	1.07
92305	0.541622255	1.24
80003	0.541632536	1.15
9880	0.541655466	1.23
283130	0.541661711	-1.10
27122	0.541671468	-1.59
6899	0.541677108	-1.09
81555	0.541717145	-1.37
400590	0.541728571	1.04
5981	0.541745507	1.37
NA	0.541747029	-1.05
7565	0.541782624	-1.06
64838	0.541806457	-1.15
112939	0.541849365	1.20
2830	0.541856663	-1.09
26153	0.541863301	-1.40
115290	0.541880831	1.40
55132	0.541886226	1.20
NA	0.541915015	1.17
280636	0.541939579	-1.19
10528	0.541956632	1.20
51347	0.542010168	1.21
51399	0.542028306	-1.17
84067	0.542080847	-1.19
NA	0.542085687	1.08
7357	0.542155531	1.39
3433	0.542168155	1.84
387758	0.542173598	-1.22
NA	0.542203584	-1.08
NA	0.542210511	1.05
283337	0.542216409	1.09
NA	0.542226635	-1.11
89792	0.54223056	-1.10
55802	0.5422346	-1.17
8216	0.54225079	1.48
378938	0.54225681	-1.40
201181	0.54226196	-1.13
6009	0.54226967	-1.26
1806	0.542280919	1.16
NA	0.542313338	-1.48
56926	0.542315811	-1.25
NA	0.542316066	-1.05
NA	0.542368507	1.12
NA	0.542388806	1.11
9451	0.542394573	-1.18
80161	0.542395633	1.09
79671	0.54240068	-1.21
283629	0.542404485	-1.07
NA	0.542478728	-1.29
55830	0.542499296	-1.21
NA	0.542509298	1.05
NA	0.542521379	-1.04
124783	0.542553216	-1.14
160287	0.542576612	1.08
NA	0.542669962	-1.37
23347	0.542679558	1.07
65266	0.542686672	1.17
NA	0.542687948	-1.08
1437	0.542691906	-1.92
6191	0.542715146	-1.16
9683	0.542720148	1.29
51078	0.542750614	-1.18
NA	0.542802742	1.45
64897	0.542838723	1.26
22875	0.542843283	-1.07
84237	0.542858773	1.08
5742	0.54286026	-2.42
8881	0.542863827	-1.19
55958	0.54286512	1.58
NA	0.542884634	-1.08
93986	0.542909411	-1.07
4015	0.542916425	-3.65
114803	0.54293004	-1.05
27125	0.542938714	-1.08
NA	0.542987974	-1.11
27334	0.543006711	1.07
NA	0.543025476	-1.09
NA	0.543025653	-1.05
8871	0.543051151	-1.44
54982	0.543073126	-1.17
5110	0.543077267	-1.16
5578	0.543079232	-1.08
NA	0.543099181	1.05
26135	0.543105411	1.19
79629	0.54310844	1.18
347344	0.543170559	1.11
9554	0.543186122	-1.70
56288	0.543194552	-1.26
22906	0.543287135	1.25
51160	0.543292299	-1.25
NA	0.543294589	-1.39
51714	0.543314101	-1.30
55743	0.543315973	-1.53
340273	0.543317343	-1.10
NA	0.5433294	-1.07
124583	0.543340177	-1.20
11251	0.543381928	-1.09
56951	0.543385751	-1.29
NA	0.543407309	-1.08
NA	0.543429319	-1.04
6181	0.543434081	1.07
NA	0.543484987	-1.08
25926	0.543493033	1.20
NA	0.543499477	-1.07
140453	0.543504813	-1.11
135398	0.543510048	1.17
4323	0.543516457	-1.40
NA	0.543518173	1.41
729515	0.543525297	-1.10
23118	0.543528893	-1.26
NA	0.543564143	-1.08
56311	0.543585857	1.12
NA	0.543603078	-1.16
NA	0.543661284	1.05
29775	0.543669031	1.26
140	0.543677513	1.11
55801	0.543681364	1.09
23137	0.543692418	1.23
7979	0.543712732	1.24
79574	0.543714992	-1.08
NA	0.543722246	-1.06
NA	0.543729413	-1.08
100127980	0.543729473	1.43
1964	0.543740881	1.26
NA	0.543744278	1.09
84817	0.543802961	-1.17
284263	0.543808992	-1.05
10733	0.543810896	1.18
NA	0.543839918	1.04
5194	0.543864622	1.26
1073	0.54387791	-1.42
NA	0.543886816	1.11
6428	0.543887338	-1.21
146849	0.5439028	-1.07
NA	0.543911072	-1.15
55862	0.543938014	-1.18
2849	0.543943082	-1.07
1656	0.543965664	-1.15
NA	0.543969245	-1.09
NA	0.543973686	-1.56
NA	0.543991677	-1.07
NA	0.543997751	1.24
9942	0.54401955	-1.06
NA	0.544052131	1.07
151477	0.544055006	1.05
402055	0.544080631	1.18
8677	0.544129771	1.25
100132661	0.544136133	1.05
10861	0.544168473	-1.13
NA	0.544199466	-1.11
5152	0.544210736	1.08
NA	0.544261803	-1.14
26207	0.544308778	-1.14
79609	0.544310967	1.40
152789	0.544316421	-1.06
NA	0.544334718	-1.08
NA	0.544348596	1.10
26257	0.544373622	-1.47
NA	0.544399123	-1.10
5169	0.544486731	-1.04
8019	0.544487816	-1.05
NA	0.544507639	1.06
NA	0.544546802	1.05
63977	0.544626468	-1.08
NA	0.544667337	-1.05
NA	0.544669912	-1.17
339829	0.544692127	-1.06
100009676	0.544748632	-1.17
85442	0.544751032	-1.09
148254	0.544752045	-1.24
23538	0.54476524	-1.05
9446	0.54482952	-1.11
8418	0.544849677	1.04
4720	0.544851626	-1.23
51534	0.544861421	-1.22
56123	0.544868566	-1.14
4066	0.544873255	-1.19
NA	0.544878127	-1.08
51471	0.544941359	1.09
6506	0.544953316	1.08
2521	0.544963718	-1.22
NA	0.544992797	1.05
NA	0.545010328	1.09
5786	0.545020193	-1.08
3977	0.545031715	1.29
169792	0.545039729	1.09
7166	0.545050149	-1.08
5172	0.545058951	1.05
NA	0.545093719	-1.10
285740	0.545098774	-1.08
408	0.545107774	-1.20
1058	0.545130154	1.21
NA	0.545145944	1.29
85373	0.545177295	1.03
152578	0.545186353	-1.07
3126	0.545206415	1.05
284252	0.545216318	-1.83
79345	0.545253389	-1.07
NA	0.545264419	-1.13
83658	0.545264586	-1.12
5919	0.545265114	1.10
442117	0.545265671	1.06
NA	0.545309539	-1.05
401115	0.545347028	1.32
23161	0.545411795	-1.26
NA	0.545412397	1.06
NA	0.545431712	-1.17
10206	0.545438077	-1.30
5527	0.545451829	-1.09
5861	0.545466865	1.29
7468	0.545480981	1.42
9570	0.545524535	1.22
NA	0.545527739	-1.09
9185	0.545535577	-1.04
79974	0.545557836	-1.31
95681	0.545579199	1.29
NA	0.545587058	-1.05
27022	0.545604271	-1.13
7267	0.545618832	-1.37
22919	0.545652559	-1.17
6964	0.545662455	1.08
286514	0.545663304	1.07
NA	0.545673662	1.09
10113	0.545690627	-1.17
29907	0.545693238	-1.21
116093	0.545711164	-1.05
28977	0.545747384	1.16
23135	0.545781506	-1.17
1677	0.545825536	1.21
10813	0.545835795	-1.30
3854	0.54586608	1.54
5591	0.545881896	1.21
NA	0.545885832	-1.06
284358	0.545893435	1.12
126326	0.545948321	1.08
2868	0.545951741	-1.11
55540	0.545975074	1.44
NA	0.545979724	1.05
NA	0.545990407	-1.18
80216	0.54600426	1.07
NA	0.546029432	1.05
58517	0.546031619	-1.16
285464	0.546047062	-1.42
4888	0.546059695	1.07
NA	0.54606824	-1.10
23569	0.546070309	1.04
55432	0.546078987	1.31
150379	0.546088706	-1.07
9997	0.546092071	1.25
54602	0.546106234	-1.12
10736	0.546118549	1.28
23591	0.546134733	-1.08
NA	0.546144047	-1.07
NA	0.546152307	-1.06
NA	0.546153268	1.05
NA	0.546154689	1.07
440	0.546166915	1.58
25880	0.546172649	1.22
28989	0.546210724	1.16
NA	0.546216889	1.04
NA	0.546233088	1.20
56997	0.546240464	-1.30
NA	0.54624454	-1.32
5710	0.546245722	-1.24
64147	0.546251842	1.20
51715	0.546258015	1.30
NA	0.54628928	-1.18
4045	0.54629105	-1.10
10219	0.546293116	1.09
NA	0.546320085	1.05
56675	0.546366446	1.74
55558	0.546391811	-1.24
388125	0.54641899	-1.05
9448	0.546419824	-1.28
6573	0.546431918	1.14
NA	0.546434479	1.09
NA	0.546436883	1.44
398	0.546450355	-1.14
57214	0.546459595	1.08
NA	0.546491039	1.05
NA	0.546569055	-1.09
NA	0.546580356	-1.07
6708	0.546584692	1.08
7083	0.546592326	1.18
652993	0.54660166	-1.13
6836	0.54660921	-1.20
29104	0.546632622	1.08
55802	0.546638018	1.18
9721	0.546651443	1.14
64137	0.546661514	-1.10
2952	0.546675051	-2.71
165545	0.54669527	1.34
54890	0.546708754	-1.09
960	0.546735129	-1.13
51228	0.546840193	1.22
NA	0.546868495	-1.07
NA	0.546881616	1.08
NA	0.546935	-1.07
541468	0.546967236	-1.10
25791	0.546998713	-1.55
348808	0.547020672	-1.04
NA	0.547024232	-1.17
1956	0.547080783	-1.11
643338	0.547091568	-1.04
NA	0.547113641	1.12
9134	0.547127991	1.30
3837	0.547139499	1.19
6687	0.547142935	-1.21
51365	0.547196464	1.06
219902	0.547258178	-1.58
NA	0.547276516	-1.11
9693	0.547339354	-1.62
NA	0.547362296	1.32
NA	0.547367107	1.10
339883	0.547424502	1.07
254173	0.547458494	-1.11
1452	0.547460789	-1.22
8021	0.547511524	-1.13
79833	0.547525969	-1.15
29101	0.547555153	-1.15
10607	0.547559227	1.23
203228	0.547563552	-1.55
57209	0.547606504	-1.09
2055	0.547617232	-1.17
NA	0.547618578	1.39
NA	0.547621904	-1.06
2309	0.547631179	-1.16
7011	0.547668908	-1.25
10134	0.547674399	-1.22
NA	0.547679633	1.09
4033	0.547680184	1.07
84272	0.547682066	1.14
8992	0.547726537	1.21
256764	0.547739735	-1.11
427	0.547750523	-1.22
NA	0.547797712	1.07
NA	0.54785086	-1.11
NA	0.547898176	1.09
30849	0.547917928	1.09
65056	0.547919425	1.16
NA	0.54792352	-1.04
148645	0.547950069	1.05
63926	0.547955225	1.19
NA	0.547958753	-1.04
3309	0.547976776	-1.47
54464	0.548016624	1.27
NA	0.548030538	-1.20
79803	0.548095315	-1.09
4925	0.548101763	-1.31
10244	0.5481209	1.22
8303	0.548126862	1.32
5193	0.548154057	-1.23
55129	0.548206427	-1.47
54511	0.548226513	-1.05
9818	0.548230572	-1.28
140739	0.548249204	1.15
51281	0.548259881	1.22
1240	0.548261278	-1.12
552889	0.548343148	1.17
57722	0.548348061	1.37
56937	0.548390227	2.06
NA	0.548420642	1.45
55341	0.548427214	1.21
79672	0.548475231	1.18
729164	0.548499008	1.09
9520	0.548501763	1.21
29914	0.548560917	-1.21
22930	0.548566265	1.24
9416	0.548580725	-1.16
1469	0.548666373	-1.07
6530	0.548672866	-1.06
23649	0.548695713	1.17
27178	0.548723749	1.15
55907	0.548724971	1.16
55193	0.548735072	-1.27
8396	0.548766566	-1.14
NA	0.548818721	-1.16
54861	0.548842123	1.24
NA	0.548848939	-1.28
NA	0.548864477	-1.07
119559	0.548886293	1.18
90187	0.548896046	-1.16
116988	0.548934465	1.15
6868	0.548969842	1.16
25831	0.548997766	-1.16
5087	0.549016551	-2.38
3423	0.54904482	-1.08
10136	0.549056844	1.07
NA	0.549074114	1.07
152405	0.549084668	-1.04
NA	0.549126298	1.08
NA	0.549147092	1.13
NA	0.549205265	-1.04
83639	0.54921385	-1.06
65986	0.549217392	1.09
4122	0.549223752	-1.26
NA	0.549245034	1.09
NA	0.549250641	-1.16
63925	0.54926322	-1.07
55568	0.549328195	-2.03
288	0.549354083	-1.04
NA	0.549357141	-1.10
NA	0.549358192	-1.06
90199	0.549360627	-1.09
5780	0.549386749	-1.18
84034	0.549407428	-1.09
643677	0.549424587	1.11
51594	0.549429732	-1.25
NA	0.549449117	1.06
NA	0.549476544	1.07
283951	0.549561739	-1.22
4049	0.549563166	1.09
NA	0.549569114	1.05
28958	0.549589436	1.15
23476	0.549592951	1.16
8629	0.549596723	-1.13
730094	0.549600631	1.16
286046	0.549632236	-1.08
222663	0.549656536	1.22
NA	0.549684016	-1.04
55670	0.54970182	1.09
NA	0.549717914	-1.04
489	0.549724337	-1.10
51003	0.54972918	-1.17
NA	0.549751923	1.03
2137	0.549783239	-1.15
645431	0.549785076	1.74
1965	0.549790353	1.30
NA	0.549804788	-1.04
8913	0.549844505	-1.10
8572	0.549845849	-1.24
NA	0.549868754	1.07
NA	0.549874893	-1.10
201164	0.549917638	1.06
374890	0.549949761	-1.09
9874	0.550018713	-1.31
10880	0.550024738	1.10
10385	0.550049944	-1.17
10254	0.550051967	-1.15
27035	0.550063272	1.07
5089	0.550075815	1.36
7594	0.550077539	-1.45
54935	0.550092865	-1.36
51000	0.550093213	-1.27
84630	0.55009687	-1.10
NA	0.55010559	-1.15
817	0.550124877	1.26
54790	0.550146347	-1.09
23189	0.550174064	-1.05
5049	0.550178329	-1.08
6925	0.550199501	-1.63
150275	0.550203191	1.23
NA	0.550216181	-1.09
NA	0.550248403	-1.10
253959	0.550251572	1.07
280636	0.550297143	-1.19
6374	0.550297538	1.04
1810	0.550305913	-1.14
55795	0.550409635	1.16
1896	0.550430056	-1.17
NA	0.550435497	-1.09
6920	0.550489903	1.80
NA	0.550514626	1.06
57714	0.550518372	-1.10
84340	0.550521822	1.19
NA	0.550532444	-1.06
196383	0.550536329	1.17
89797	0.550542309	1.13
8569	0.550577179	1.17
3268	0.550659204	1.31
64924	0.550668164	1.19
84078	0.550674774	1.31
6546	0.550682724	-1.09
100129722	0.550705585	-1.09
10000	0.550709303	-1.44
NA	0.550747536	1.28
NA	0.550748366	1.07
155061	0.550796395	-1.19
84448	0.550806481	1.05
699	0.55082503	-1.06
55197	0.550837594	1.41
22954	0.550865114	1.18
8091	0.550880601	-1.70
23483	0.550883932	1.32
6530	0.550927232	-1.08
2099	0.550953398	-1.08
6651	0.550992531	1.19
3183	0.551037525	-1.12
644794	0.551084654	-1.13
22911	0.551150411	-1.29
55914	0.551167243	1.05
NA	0.551171358	-1.16
116840	0.551181399	-1.17
NA	0.551189456	1.07
84933	0.551192572	1.50
2561	0.551192813	-1.04
84265	0.551203166	1.17
51477	0.551218005	-1.08
10395	0.551218025	1.37
80273	0.551259559	1.40
135295	0.551287529	-1.09
8673	0.551305304	1.54
728116	0.551314692	1.19
51701	0.551317902	1.34
222183	0.551326221	-1.09
471	0.551333854	-1.14
6904	0.551342419	-1.07
961	0.551347983	1.53
NA	0.551368362	-1.05
126070	0.551381075	1.07
285033	0.551426766	-1.16
6514	0.551463523	-1.04
7429	0.5514684	1.11
83998	0.55147835	-1.07
5431	0.551552031	1.08
6432	0.551559831	-1.16
146177	0.551597519	-1.09
284898	0.551674601	-1.12
NA	0.551679021	-1.09
4802	0.551703604	1.06
9941	0.55184624	-1.11
NA	0.55186846	1.38
204	0.55189935	-1.19
91662	0.551903159	-1.14
1581	0.551903332	1.07
56647	0.551914787	-1.37
3148	0.551969216	-1.15
NA	0.551999706	1.09
1636	0.552005972	-1.06
10302	0.55201338	1.30
114112	0.552050074	1.39
6224	0.552051842	-1.08
166378	0.552068209	1.05
221458	0.552085361	1.07
27324	0.552115312	-1.07
92140	0.552118824	-1.15
25957	0.552167299	-1.13
64763	0.552175727	1.22
728190	0.552193107	1.06
755	0.55219824	-1.08
NA	0.552198327	-1.21
NA	0.552206719	1.04
400242	0.552250982	-1.12
NA	0.552272082	1.08
401548	0.552285728	1.26
9856	0.552316677	-1.07
10632	0.552322279	-1.13
8555	0.552329201	1.18
NA	0.552353036	1.10
93185	0.552371274	-1.45
NA	0.552381754	1.08
55500	0.552396623	-1.18
4957	0.552402587	1.16
56241	0.552424605	1.08
64412	0.552442922	1.24
10236	0.552443147	-1.16
55031	0.552455122	1.17
55628	0.55248343	-1.06
NA	0.552483566	1.10
11022	0.552488976	-1.07
60412	0.552493916	1.18
11255	0.55251056	-1.07
100130353	0.552515725	-1.05
3827	0.552539518	1.16
NA	0.552585993	1.12
51244	0.552604228	-1.15
119	0.552620452	1.10
NA	0.552633342	-1.06
861	0.552657345	1.15
51008	0.552657399	-1.18
NA	0.552657482	1.07
NA	0.552685055	1.12
84654	0.5527192	1.06
5301	0.552736764	1.13
4931	0.552740405	-1.26
57120	0.552742235	-1.49
NA	0.552752735	1.18
6550	0.552757015	1.10
51520	0.552801699	1.22
56001	0.552806535	-1.09
NA	0.552826404	1.13
NA	0.552850705	1.13
4774	0.552865158	1.48
NA	0.552872455	-1.06
9147	0.552894138	1.22
7089	0.552904821	-1.44
27065	0.552913534	-1.13
1285	0.552917558	-1.08
54739	0.552924867	1.44
9532	0.55293923	1.12
NA	0.552968075	1.04
NA	0.552983309	1.05
NA	0.553091319	1.39
NA	0.553099214	-1.11
140771	0.553131537	-1.10
NA	0.553155826	-1.23
NA	0.553158883	-1.06
57692	0.553161248	1.55
66035	0.55316844	-1.24
NA	0.553186435	1.10
NA	0.553202974	-1.06
151556	0.553206234	-1.19
84249	0.553210606	-1.10
NA	0.55321487	1.10
60489	0.553216286	1.12
NA	0.553223668	-1.18
NA	0.553240407	-1.04
84181	0.553260893	1.15
8601	0.553275593	-1.34
124857	0.553316626	-1.07
27297	0.553325806	-1.19
NA	0.553357832	1.04
81831	0.553376906	1.55
54502	0.553385474	-1.07
54830	0.553391164	-1.06
NA	0.553403454	-1.30
55107	0.55340767	1.20
2619	0.553414798	1.07
84376	0.553417024	1.16
4356	0.553469628	1.23
55410	0.553481253	-1.08
NA	0.553483153	-1.17
55729	0.553485751	1.09
NA	0.55349571	1.12
54752	0.553520228	1.11
1060	0.553535856	-1.17
NA	0.553546013	-1.08
10623	0.553558809	-1.18
10602	0.553559504	-1.71
3459	0.5535816	1.51
92370	0.553584117	1.21
4644	0.553657067	-1.07
11091	0.553663202	1.28
NA	0.553663952	1.07
148811	0.55367058	-1.08
54921	0.55367693	-1.15
11173	0.553699348	-1.10
NA	0.553699721	-1.04
285533	0.55370051	-1.08
353500	0.553737394	-1.13
2107	0.553795487	-1.25
NA	0.553797525	1.05
NA	0.553827104	-1.07
NA	0.553869301	-1.08
NA	0.553869414	1.07
91039	0.553883823	1.16
158427	0.553891432	-1.19
29842	0.553911709	-1.10
NA	0.553943035	1.07
148046	0.553944224	-1.10
4008	0.553946286	1.06
NA	0.553951412	1.10
NA	0.553984948	-1.06
946	0.553999052	1.10
9942	0.554033586	1.15
10527	0.554037889	1.21
NA	0.554096992	1.07
253143	0.554142773	-1.18
29108	0.554171476	-2.28
57338	0.554185217	-1.11
3350	0.554204746	1.07
338651	0.554206333	1.07
NA	0.554208304	-1.20
NA	0.554242814	-1.04
NA	0.554252779	-1.13
149563	0.554253343	-1.08
24	0.554274657	-1.09
79906	0.554320463	-1.14
NA	0.554373657	-1.06
56127	0.554381617	1.05
100130950	0.554402698	1.05
825	0.554425964	-1.10
3430	0.554430442	-1.54
57018	0.554430775	1.14
NA	0.554433955	-1.05
57634	0.554437088	-1.11
257629	0.554457532	-1.06
NA	0.554462502	-1.07
1350	0.554486219	1.09
84690	0.554499628	-1.06
NA	0.554503412	1.04
480	0.554547959	-1.10
129049	0.554556225	1.08
54986	0.554576344	-1.08
10486	0.554577905	-1.32
NA	0.554596642	-1.09
7148	0.55461926	-1.09
51684	0.554655783	-1.19
NA	0.554659881	1.40
84818	0.554680764	-1.16
5082	0.554692894	1.16
NA	0.554713973	1.09
50937	0.554726948	-1.13
205	0.554749031	1.31
25842	0.554755856	-1.19
6570	0.554758016	-1.06
4968	0.55480272	-1.24
NA	0.554831815	-1.11
84875	0.55483865	1.27
NA	0.554872712	-1.08
NA	0.554915812	-1.04
4086	0.555023522	-1.27
79184	0.555029258	-1.26
9805	0.555030975	-1.14
11073	0.555034731	1.18
5498	0.555043128	1.06
NA	0.555134967	-1.19
23035	0.555167199	-1.09
10802	0.555181858	-1.42
92714	0.555230999	-1.06
NA	0.555238919	-1.06
8938	0.555241396	-1.14
10159	0.555241599	1.20
11099	0.555287018	1.09
NA	0.555312381	-1.12
8850	0.555327881	1.31
80304	0.555340648	-1.19
9899	0.55534692	1.08
23381	0.555356781	1.17
84312	0.55536253	1.33
675	0.555369582	-1.08
NA	0.555373676	-1.05
NA	0.555385392	-1.04
23598	0.555402885	1.21
6709	0.555427159	1.26
79075	0.555455028	1.42
64131	0.555495979	1.14
811	0.555516172	-1.17
NA	0.555525697	-1.06
245932	0.555533878	-1.09
83647	0.555539579	-1.05
2741	0.555547608	-1.05
164592	0.555552369	-1.11
6092	0.555593005	-1.05
54994	0.555614799	1.22
NA	0.555626056	-1.07
23184	0.55563447	1.14
65055	0.5556354	1.13
51606	0.55564829	-1.25
NA	0.555663485	-1.05
157657	0.555674973	1.40
57168	0.555681023	-1.20
NA	0.555687472	1.12
NA	0.555694182	1.12
6631	0.555702288	-1.15
4801	0.555703994	1.24
NA	0.555707474	-1.04
7592	0.55572863	1.13
NA	0.555761245	1.17
90139	0.555773688	-1.09
NA	0.555785966	-1.09
51	0.555792176	1.21
637	0.555796569	-1.33
2065	0.555809495	-1.09
NA	0.555816176	-1.03
65249	0.555856542	1.05
390980	0.555863016	1.13
731789	0.555884871	1.16
83445	0.55591808	1.05
57570	0.55594437	1.35
51095	0.555962209	1.18
286436	0.555970305	-1.08
4320	0.555976856	-1.12
NA	0.555987146	-1.08
10240	0.556010382	1.26
51433	0.556151011	1.20
10236	0.556164125	1.12
55740	0.556166323	-1.29
83891	0.556182446	-1.39
158234	0.556198911	1.14
NA	0.556216797	1.36
1080	0.556217218	-1.05
685	0.556224154	1.10
NA	0.556233483	1.07
NA	0.55624017	1.07
NA	0.556247574	-1.54
54566	0.556297926	1.14
9651	0.556303837	-1.15
NA	0.556346293	1.09
7142	0.556347581	-1.08
23230	0.556398959	1.46
54520	0.556425962	1.15
7266	0.556434923	-1.14
10938	0.556440965	1.20
NA	0.556471089	-1.10
56897	0.556506634	1.32
55014	0.556520127	1.27
NA	0.556524544	-1.09
11075	0.556538627	1.04
6092	0.55659633	1.06
NA	0.556616615	-1.20
80331	0.556646068	-1.17
54663	0.55665907	1.35
51097	0.556661602	-1.37
NA	0.556686168	1.03
NA	0.556688505	-1.07
56985	0.556745448	-1.25
8618	0.556754977	-1.04
6731	0.556765451	-1.14
NA	0.55681542	1.17
1303	0.556849626	1.84
6547	0.556851496	1.08
58525	0.556853728	-1.18
NA	0.556895422	1.07
NA	0.55690831	-1.11
84464	0.55693405	1.15
NA	0.556962018	-1.27
